전체 IPC,Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Unnamed: 24,Unnamed: 26,Unnamed: 28,Unnamed: 30,Unnamed: 32,Unnamed: 34,Unnamed: 36,Unnamed: 38,Unnamed: 40,Unnamed: 42,Unnamed: 44,Unnamed: 46,Unnamed: 48,Unnamed: 50,Unnamed: 52,Unnamed: 54,Unnamed: 56,Unnamed: 58,Unnamed: 60,Unnamed: 62,Unnamed: 64,Unnamed: 66,Unnamed: 68,Unnamed: 70,Unnamed: 72,Unnamed: 74,Unnamed: 76,Unnamed: 78,Unnamed: 80,Unnamed: 82
B22F, B29C, B29C, B33Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B29C, B29C, B29D, B29D, B29C, B29C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G21C, G06N, G21C, G21D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60R, B60R, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G08G, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, A01D, A01D, H01M, H02K, H02K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, G06F, G06F, G06F, G11C, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01M, H01M, H01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G06F, G06N, H04N, H04N, H04N, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G05D, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A43B, A43B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01D, A01D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60Q, F21S, B60Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B02C, B02C, H02K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, H04L, H04W, G07C, G06Q, G06Q, G06Q, H04W, G06F, G06F, G06F, G06Q, G06F, H04L, H04L, H04L, H04W, G06F, G06Q, , , , , , , , , , , , , , , , , , , , , 
G16H, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41G, F42B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, G08B, G08B, G08B, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, G01D, H04L, B60W, B60W, G06F, G06N, G06N, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, B60Q, B60Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G09G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01L, H02S, H01L, H01L, H01L, H01L, H01L, H01L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, H04B, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01N, G01N, G01N, G01N, G01N, B29B, B29B, G01N, G01N, G01N, G01N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25F, H02J, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04N, H04N, H04L, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, H04N, , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62D, B62D, G05D, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, F24F, F24F, G05B, G05B, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, B64C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01W, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04N, H04N, G06T, G01S, G01S, G01S, H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, G05B, G05B, G05B, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11B, G11B, G11B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01B, G06T, G06T, G06V, G06T, G06V, G06V, H04N, G06V, H04N, H04N, A01M, A01B, G05B, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, B64C, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12P, C12N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12P, C12N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16B, C12M, C12M, B01L, G16B, C12N, C12M, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06Q, H04L, G06F, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66B, B66B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B63H, B63H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66B, B66B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G05B, G06N, G06N, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G05D, G01C, G08G, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, B60W, G08B, H04L, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F42D, F42D, F42D, F42D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05H, H05H, H01J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62L, B62K, G06K, B62L, G06K, B62L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, B60R, E05B, E05B, E05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03F, G03F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B23K, B23K, B23K, H01M, H01M, H01M, H01M, H01M, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12P, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A44C, A61M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B63C, F41B, F41B, F41B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G06Q, G08G, B64C, B64C, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B63C, F41B, F41B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G11C, G06F, G06F, G11C, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60Q, G08B, G08B, G08B, B60N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H02J, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04N, H04N, H04N, H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62B, B62B, B62B, E04G, B62B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, A47L, B25J, A47L, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06F, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01V, G01V, G01V, G01V, G08B, G01V, G01K, G01K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F04B, F04B, F04B, E21B, F04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06N, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, G05D, G06N, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06Q, G06Q, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04B, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B65G, B65G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66D, B66B, E06C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C07D, A61K, A61K, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, A61K, C07D, , , , 
C07D, C07D, A61K, A61P, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G10L, G08C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, A62C, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12P, C12N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04M, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F24F, E02D, E02D, G08B, E21B, E21B, G01F, F24F, G08B, F24F, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01S, B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B41J, B41J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60R, B60W, G02B, H04N, B60W, G06K, G08G, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66B, B66B, B66B, B66B, B66B, B66B, B66B, B66B, E06C, B66B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, H04W, H04M, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, B60W, B60W, B60W, B62D, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, B64C, G01P, G01S, G01W, B64C, G01W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01M, F01D, F01D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G08G, B60W, B60W, B62D, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04Q, H04L, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, G01S, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
D03J, D03J, D03D, D03D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60L, H02P, H02P, B60L, B60L, B60L, B60L, B60L, H02M, H02P, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
D03J, D03D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, B64C, B64U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B65H, B65H, B65H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02P, H02P, H02P, H02J, E05F, H02J, H02J, H02M, H02M, H02M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G01C, G08G, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, G08B, H04N, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04B, H04L, H04L, H04L, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01R, H02J, H02J, H02H, H02H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G08G, B64C, G08G, G05D, B64C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G09G, G09G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B01D, B01D, B01D, B01D, B01D, B01D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41A, F41A, H04W, H04M, H04B, G06N, G06N, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, B60W, H04L, H04L, H04L, B60R, G07C, B60W, G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, G01S, G01S, G01S, G01S, G01S, B60T, B62D, B60Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
D05B, D05C, D05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, G06Q, G05B, F24F, F24F, F24F, F24F, F24F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G06N, G08G, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, G06K, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04N, H04N, G06F, H04N, H04N, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01C, B64G, G01C, G01S, G06F, G06F, G06T, G08B, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01J, H01J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61C, A61C, F27B, F27D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G05B, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04M, H04W, H04W, H04M, H04W, H04M, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, H04Q, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04W, H04L, H04L, H04L, H04W, H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G08G, G08G, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, B25J, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, E21B, E21B, E21B, E21B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, G01R, G01R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, H01L, G05B, H04L, E21B, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, H04L, H04L, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , 
H04L, G06F, H04L, H04L, H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, G05B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04J, H04B, H04J, H04Q, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63F, G06N, A63F, G06T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, A63F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01H, A01H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F03D, F03D, F03D, F03D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61G, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, E21B, E21B, E21B, E21B, E21B, E21B, E21B, E21B, E21B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F03D, F03D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01G, H02H, A62C, B61C, B61C, H01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G02F, E06B, E06B, G02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, B64D, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, B63B, B63B, G01V, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, G06N, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06K, G06F, G06F, G06F, B64D, B64C, G08G, G08G, H04N, H04N, G05D, B60R, G01S, G06T, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , 
E05F, B60Q, B60W, B60Q, H04W, B60R, B60R, B60R, B60R, G01S, G08G, H04L, G08G, B60R, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01V, B63B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, G05B, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01B, A24C, G01B, G01N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G05D, G08G, B64C, B64C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B65G, A62C, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04B, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01Q, H01Q, H01Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61F, B25D, B25D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H05B, H05B, F21S, F21V, H05B, H05B, F21V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G16H, G06F, G06F, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, G07C, G07C, G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G11C, G11C, G11C, G06F, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
